NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra
RP2689,CORREO DE MOTOR 5088594-E0190, 1.000 ,UNIDAD,REPUESTOS,10/03/2021, 22.535 ,USD
RP2691,BALINERA CUBO INTERIOR 5090366-50069, 2.000 ,UNIDAD,REPUESTOS,21/07/2022, 49.405 ,USD
RP2693,SELLO DE PIÑON 5090311-48024, 4.000 ,UNIDAD,REPUESTOS,30/03/2021, 14.870 ,USD
RP2700,MANGUERA FLEXIBLE DE 2 Pulgadas, 2.000 ,UNIDAD,REPUESTOS,23/10/2019," 8,328.270 ",COR
RP2701,MANGUERA FLEXIBLE DE 1 Pulgadas 1/2 Pulgadas, 2.000 ,UNIDAD,REPUESTOS,23/10/2019," 7,029.610 ",COR
RP2704,MODULO DE COMUNICACIÓN ETHERNET, 1.000 ,UNIDAD,REPUESTOS,23/10/2019," 25,035.090 ",COR
RP2707,CILINDRO SUPERIOR 206826706, 1.000 ,UNIDAD,REPUESTOS,23/10/2019," 51,234.970 ",COR
RP2708,ADAPTADOR INFERIOR SSC/STC, 3.000 ,UNIDAD,REPUESTOS,04/04/2020," 12,442.620 ",COR
RP2709,BRIDA SUPERIOR S/S, 2.000 ,UNIDAD,REPUESTOS,04/04/2020," 40,319.330 ",COR
RP2710,ANILLO O 160X4MM, 3.000 ,UNIDAD,REPUESTOS,04/04/2020, 174.590 ,COR
RP2711,ANILLO O 60X3MM, 1.000 ,UNIDAD,REPUESTOS,23/10/2019, 280.520 ,COR
RP2717,VALVULA COMPUERTA DE 12 Pulgadas ANSI 150 ACERO FUNDIDO, 2.000 ,UNIDAD,REPUESTOS,26/07/2021, 349.200 ,USD
RP2721,BALINERA 32216, 2.000 ,UNIDAD,REPUESTOS,25/08/2023, 913.040 ,COR
RP2730,PERNO 1/4 X3 CARROCERIA COMPLETO, 313.000 ,UNIDAD,REPUESTOS,26/10/2019, 10.000 ,COR
RP2731,PERNO 1/2X2 CARROCERIA COMPLETO, 30.000 ,UNIDAD,REPUESTOS,26/10/2019, 40.000 ,COR
RP2740,TUERCA 2 Pulgadas HEX GR-8 HO, 55.000 ,UNIDAD,REPUESTOS,31/10/2023, 531.000 ,COR
RP2742,ASPAS DE MOTOR 4 Pulgadas, 5.000 ,UNIDAD,REPUESTOS,21/05/2020, 479.200 ,COR
RP2743,ASPAS DE MOTOR 6 Pulgadas, 1.000 ,UNIDAD,REPUESTOS,21/05/2020, 694.150 ,COR
RP275,MANGUITO SKF HE 213, 1.000 ,UNIDAD,REPUESTOS,26/07/2023," 3,253.160 ",COR
RP2754,MANGUERA COMBUSTIBLE 5200023646, 2.000 ,UNIDAD,REPUESTOS,11/01/2022, 2.405 ,USD
RP276,BALINERA SKF 1213, 3.000 ,UNIDAD,REPUESTOS,05/11/2019, 125.100 ,USD
RP2762,ENGRANAJE DE 48 DIENTES, 1.000 ,UNIDAD,REPUESTOS,30/06/2020," 51,508.650 ",COR
RP2766,EJE DE ACCIONAMIENTO 70X700 L, 2.000 ,UNIDAD,REPUESTOS,30/06/2020," 4,312.990 ",COR
RP2767,EJE IMPULSADO 70X600 L, 2.000 ,UNIDAD,REPUESTOS,30/06/2020," 3,880.320 ",COR
RP2768,PLATO EXCENTRICO PARA MOTOR DE CALDERA, 1.000 ,UNIDAD,REPUESTOS,, -   ,
RP277,ANILLO DE FIJACION FBB-12.2/150, 6.000 ,UNIDAD,REPUESTOS,05/11/2019, 11.220 ,USD
RP2776,VALVULA DOBLE ANSI DE 1 Pulgadas 300RF, 1.000 ,UNIDAD,REPUESTOS,, -   ,
RP2777,VALVULA ANSI DE 1 Pulgadas 300RF, 1.000 ,UNIDAD,REPUESTOS,, -   ,
RP2784,PARRILLA PARA CALDERA, 1.000 ,UNIDAD,REPUESTOS,, -   ,
RP2785,SOPORTE PARA PARRILLA DE CALDERA, 7.000 ,UNIDAD,REPUESTOS,, -   ,
RP2787,PERCIANA PARA TOYOTA HILUX, 1.000 ,UNIDAD,REPUESTOS,, -   ,
RP2788,CICLON CENICERO PARA CALDERA, 5.000 ,JUEGO,REPUESTOS,, -   ,
RP2789,FILTRO HIDRAULICO 093-7521, 3.000 ,UNIDAD,REPUESTOS,05/08/2021," 1,969.780 ",COR
RP279,BALINERA 22218 EK / C3, 8.000 ,UNIDAD,REPUESTOS,14/11/2020," 6,499.250 ",COR
RP2790,FILTRO DE AIRE ACONDICIONADO 546-0006, 1.000 ,UNIDAD,REPUESTOS,11/05/2021," 1,558.710 ",COR
RP2794,PERNO INOX METRICO 16X30, 15.000 ,UNIDAD,REPUESTOS,30/06/2020," 4,052.020 ",COR
RP2797,CORREA SPB 2680, 10.000 ,UNIDAD,REPUESTOS,27/01/2021," 1,315.000 ",COR
RP280,MANGUITO  H 318, 1.000 ,UNIDAD,REPUESTOS,15/06/2020, 62.250 ,USD
RP2807,MANGUITO H317, 2.000 ,UNIDAD,REPUESTOS,11/08/2023," 3,568.370 ",COR
RP2809,PROTECTOR DE TANQUE COMBUSTIBLE 77641-KK010, 1.000 ,UNIDAD,REPUESTOS,01/06/2020, 86.620 ,USD
RP2813,VALVULA SELENOIDE 5/2 SERIE 4M 1/4 Pulgadas NPT 110 VAC, 1.000 ,UNIDAD,REPUESTOS,09/06/2020, 27.270 ,USD
RP2814,VALVULA SELENOIDE 5/2 SERIE 4M 1/4 Pulgadas NPT  24 DC, 4.000 ,UNIDAD,REPUESTOS,21/03/2025," 1,760.000 ",COR
RP2816,REGULADOR DE VOLTAJE 365-2076, 1.000 ,UNIDAD,REPUESTOS,17/11/2025," 59,496.520 ",COR
RP282,CHUMACERA SNL 516-613, 4.000 ,UNIDAD,REPUESTOS,29/05/2024," 5,550.000 ",COR
RP284,BANDA LISA B-47 Pulgadas, 2.000 ,UNIDAD,REPUESTOS,09/11/2019, 7.000 ,USD
RP2847,CHUMACERA SKF - FY 1-3/16 TF, 6.000 ,UNIDAD,REPUESTOS,15/06/2020, 29.380 ,USD
RP2849,SELLO SKF - TSN 518L, 25.000 ,UNIDAD,REPUESTOS,02/04/2025," 1,382.856 ",COR
RP2850,CHUMACERA SKF - FY 2 TF, 1.000 ,UNIDAD,REPUESTOS,25/01/2022, 69.150 ,USD
RP2851,RETENEDOR 50X68X8, 12.000 ,UNIDAD,REPUESTOS,16/06/2020, 108.360 ,COR
RP2852,RETENEDOR 55X70X10, 8.000 ,UNIDAD,REPUESTOS,16/06/2020, 134.280 ,COR
RP2857,POLEA DE 9 Pulgadas CON 4 CANALES / EJE 54mm, 1.000 ,UNIDAD,REPUESTOS,18/06/2020," 13,720.000 ",COR
RP2858,POLEA DE 16 Pulgadas CON 4 CANALES / EJE 46mm, 1.000 ,UNIDAD,REPUESTOS,18/06/2020," 20,720.000 ",COR
RP286,BANDA LISA B-55 Pulgadas, 1.000 ,UNIDAD,REPUESTOS,19/08/2020, 6.930 ,USD
RP2864,ASPAS DE MOTOR 14 Pulgadas, 3.000 ,UNIDAD,REPUESTOS,18/06/2020," 2,520.000 ",COR
RP2868,CORREA EN  PulgadasV Pulgadas - 6124043904, 16.000 ,UNIDAD,REPUESTOS,14/03/2022, 31.418 ,USD
RP2870,KIT DE SERVICIO INTERMEDIO - 54973712, 7.000 ,UNIDAD,REPUESTOS,29/12/2023," 17,875.241 ",COR
RP2873,RODAMIENTO DE BOLA 6119500367, 1.000 ,UNIDAD,REPUESTOS,29/06/2020, 282.590 ,COR
RP2874,RODAMIENTO DE BOLA 6119500366, 1.000 ,UNIDAD,REPUESTOS,29/06/2020, 599.860 ,COR
RP2875,CASQUILLO OC 18mm/MFGR SKF - 6120432402, 1.000 ,UNIDAD,REPUESTOS,29/06/2020, 275.720 ,COR
RP2876,CORREA EN  PulgadasV Pulgadas - 6124043901, 4.000 ,UNIDAD,REPUESTOS,29/06/2020, 642.000 ,COR
RP2877,KIT MAYOR - 6124131030, 1.000 ,UNIDAD,REPUESTOS,21/09/2023," 43,331.600 ",COR
RP2879,DIODO 241-4619, 1.000 ,UNIDAD,REPUESTOS,04/12/2024," 1,015.330 ",USD
RP2880,SOPORTE DE DIODO 241-4606, 1.000 ,UNIDAD,REPUESTOS,22/06/2020," 2,667.470 ",COR
RP2881,DIODO 241-4620, 1.000 ,UNIDAD,REPUESTOS,22/06/2020," 3,763.460 ",COR
RP2882,COJINETE 243-5220, 1.000 ,UNIDAD,REPUESTOS,22/06/2020," 17,829.000 ",COR
RP2883,SELLO 241-4622, 1.000 ,UNIDAD,REPUESTOS,22/06/2020, 879.920 ,COR
RP2884,SELLO 241-4597, 1.000 ,UNIDAD,REPUESTOS,22/06/2020," 3,990.880 ",COR
RP2885,SENSOR 362-2913, 1.000 ,UNIDAD,REPUESTOS,22/08/2023, 218.080 ,USD
RP2886,CHUMACERA DE FLASH FYJ 90 SKF, 1.000 ,UNIDAD,REPUESTOS,04/08/2022, 494.710 ,USD
RP2888,VALVULA CHECK TIPO  PulgadasY Pulgadas DE 4 Pulgadas ACERO INOX 300LBS SA-7, 1.000 ,UNIDAD,REPUESTOS,27/06/2020," 1,744.290 ",USD
RP2889,REGULADOR DE VOLTAJE 12V, 1.000 ,UNIDAD,REPUESTOS,19/05/2023, 839.950 ,COR
RP2893,ANILLO DE FIJACION FRB 13.5/200, 29.000 ,UNIDAD,REPUESTOS,22/02/2022, 28.560 ,USD
RP2907,PERNO 5/16X 2-1/2 HEX GR-5, 200.000 ,UNIDAD,REPUESTOS,22/07/2020, 3.970 ,COR
RP2908,BOQUILLA HIDRAULICA CON VALVULA 3 GRAPAS, 48.000 ,UNIDAD,REPUESTOS,15/06/2021, 101.510 ,COR
RP2915,FILTRO AIRE PRIMARIO 528-0585, 1.000 ,UNIDAD,REPUESTOS,15/06/2023, 124.770 ,USD
RP2916,FILTRO AIRE SECUNDARIO 346-6688, 1.000 ,UNIDAD,REPUESTOS,13/08/2025," 2,021.400 ",COR
RP2917,FILTRO DE 30 MICRONES HIDROSORB 70068, 2.000 ,UNIDAD,REPUESTOS,17/06/2022, 78.590 ,USD
RP2918,VALVULA DE BOLA 1-1/2 Pulgadas + 3/4 Pulgadas - CENTRIFUGA, 2.000 ,UNIDAD,REPUESTOS,01/08/2020," 23,044.320 ",COR
RP2919,VALVULA DE BOLA 1-1/2 Pulgadas C/W ACT - CENTRIFUGA, 2.000 ,UNIDAD,REPUESTOS,01/08/2020," 17,716.340 ",COR
RP292,BANDA LISA B-97 Pulgadas, 1.000 ,UNIDAD,REPUESTOS,09/11/2019, 12.000 ,USD
RP2920,JUNTA ESPIROMETALICA ICP 600LBS 10 Pulgadas, 28.000 ,UNIDAD,REPUESTOS,04/05/2023," 1,384.570 ",COR
RP2921,JUNTA ESPIROMETALICA ICP 600LBS 12 Pulgadas, 15.000 ,UNIDAD,REPUESTOS,01/08/2020," 1,281.110 ",COR
RP2926,FILTRO DE ACEITE P553000, 2.000 ,UNIDAD,REPUESTOS,26/02/2025," 1,160.260 ",COR
RP2930,BALINERA DE EMBRAGUE 31230 - 71052, 1.000 ,UNIDAD,REPUESTOS,30/06/2021, 101.960 ,USD
RP2933,CUBIERTA DE EMBRAGUE 31210 - OK320, 1.000 ,UNIDAD,REPUESTOS,19/01/2021, 206.900 ,USD
RP2943,SCREW 22172617 (TORNILLO), 12.000 ,UNIDAD,REPUESTOS,18/08/2020, 71.050 ,COR
RP2944,GEAR RIM 56686006 (LLANTA DE ENGRANAJE), 1.000 ,UNIDAD,REPUESTOS,18/08/2020," 49,921.540 ",COR
RP2945,CORREA SPB 1900, 21.000 ,UNIDAD,REPUESTOS,29/12/2021, 38.916 ,USD
RP2946,VENTILADOR AXIAL MULTI-WING MODELO 900/7-7/41/PPG/5ZR/38/10/82/A, 3.000 ,UNIDAD,REPUESTOS,12/12/2025," 46,795.240 ",COR
RP2947,PULVERIZADOR TIPO ROTOJET 1 1/2 X 17.5mm (CAJA DE 8 PIEZAS), 11.000 ,UNIDAD,REPUESTOS,03/02/2022," 5,577.210 ",COR
RP2948,"ELIMINADOR DE GOTAS EN PP 25mm, PARA TORRE TSI-56-PV-I-E", 6.000 ,UNIDAD,REPUESTOS,03/02/2022," 34,115.060 ",COR
RP2955,VALVULA GLOBO 2 Pulgadas C/FUELLE A/C PN16 DNS-50 GENEBRE ART 2231 09, 3.000 ,UNIDAD,REPUESTOS,25/09/2024," 10,905.600 ",COR
RP2956,VALVULA GLOBO 4 Pulgadas C/FUELLE A/C PN16 DNS-100 GENEBRE ART 2231 12, 1.000 ,UNIDAD,REPUESTOS,21/08/2020, 437.390 ,USD
RP2957,VALVULA GLOBO 6 Pulgadas C/FUELLE A/C PN16 DNS-150 GENEBRE ART 2231 14, 5.000 ,UNIDAD,REPUESTOS,30/09/2021," 1,385.775 ",USD
RP2958,ANILLO DEFLECTOR HEGA FPD49009062, 4.000 ,UNIDAD,REPUESTOS,30/03/2021, 226.822 ,COR
RP2959,ANILLO DE ESPALDA HEGA FPD46002821, 2.000 ,UNIDAD,REPUESTOS,30/03/2021, 174.490 ,COR
RP2960,CASQUILLO DISTANCIADOR FPD43136143, 6.000 ,UNIDAD,REPUESTOS,30/03/2021," 4,831.782 ",COR
RP2961,CASQUILLO DISTANCIADOR FPD43136145, 2.000 ,UNIDAD,REPUESTOS,30/03/2021," 4,429.148 ",COR
RP2962,CASQUILLO P.E FPD46025274, 6.000 ,UNIDAD,REPUESTOS,30/03/2021," 8,178.818 ",COR
RP2963,LLAVE FPD49024400, 6.000 ,UNIDAD,REPUESTOS,30/03/2021, 174.490 ,COR
RP2964,LLAVE FPD49039872, 18.000 ,UNIDAD,REPUESTOS,30/03/2021, 109.057 ,COR
RP2965,LLAVE FPD49043872, 3.000 ,unidad,REPUESTOS,30/03/2021, 181.755 ,COR
RP2966,EJE HEGA FPD21095933, 3.000 ,UNIDAD,REPUESTOS,30/03/2021," 15,201.043 ",COR
RP2967,ANILLO FPD49025006, 4.000 ,UNIDAD,REPUESTOS,30/03/2021, 87.245 ,COR
RP2968,ANILLO DE SELLADO FPD49024974, 12.000 ,UNIDAD,REPUESTOS,30/03/2021, 43.623 ,COR
RP2969,ANILLO FPD49040972, 6.000 ,UNIDAD,REPUESTOS,30/03/2021, 43.623 ,COR
RP2970,ANILLO FPD46001956, 18.000 ,UNIDAD,REPUESTOS,30/03/2021, 114.790 ,COR
RP2971,RODAMIENTO DE BOLA SIHI FPD43000884, 3.000 ,UNIDAD,REPUESTOS,30/03/2021," 1,033.463 ",COR
RP2972,COJINETE FPD49076640, 3.000 ,UNIDAD,REPUESTOS,30/03/2021," 2,309.315 ",COR
RP2973,EJE DE TUERCA FPD49025062, 3.000 ,UNIDAD,REPUESTOS,30/03/2021," 1,006.535 ",COR
RP2974,BOMBA CENTRIFUGA KEWPUMP KS SE3 - SEK 100R CA15/CA15/SS, 2.000 ,UNIDAD,REPUESTOS,22/01/2024," 115,366.545 ",COR
RP2975,BOMBA CENTRIFUGA KEWPUMP KS SE3 - SEK 80 CA15/CA15/SS, 4.000 ,UNIDAD,REPUESTOS,22/01/2024," 87,532.077 ",COR
RP2978,TAPA DE CUBIERTA - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020, 376.970 ,COR
RP2979,ANILLO DE CAMARA DE SELLADO - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020, 269.260 ,COR
RP2980,CAMARA DE SELLADO - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020," 4,541.590 ",COR
RP2981,DEFLECTOR - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020, 269.260 ,COR
RP2982,ASBJUNTA DE TAPA DE RODAMIENTO DE HOJAS - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020, 107.710 ,COR
RP2983,SELLO DE ACEITE - KS-SE3 SEK 100R/80/50, 20.000 ,UNIDAD,REPUESTOS,28/08/2020, 75.400 ,COR
RP2984,RODAMIENTO DE ACERO - KS-SE3 SEK 100R/80/50, 18.000 ,UNIDAD,REPUESTOS,28/08/2020, 635.460 ,COR
RP2985,EJE FINAL CLAVE - KS-SE3 SEK 100R/80/50, 18.000 ,UNIDAD,REPUESTOS,28/08/2020, 107.710 ,COR
RP299,MAZO DE RESORTES REFORZADOS PITERBILT Y KENWORTH, 1.000 ,UNIDAD,REPUESTOS,16/11/2019," 16,000.000 ",COR
RP2991,STRAINER  PulgadasY Pulgadas 4 Pulgadas CAST STEEL DN-100 FLANGEADO PN-40, 1.000 ,UNIDAD,REPUESTOS,26/08/2020," 74,817.850 ",COR
RP2994,VALVULA MARIPOSA PVC DE 6 Pulgadas ANSI 150 PSI PARA AGUA, 7.000 ,UNIDAD,REPUESTOS,03/06/2021," 3,444.300 ",COR
RP2998,CONECTOR METRICO 3/4X30mm 0° 4 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 30.200 ,USD
RP2999,CONECTOR METRICO 3/8X18mm 0° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 8.590 ,USD
RP3000,CONECTOR METRICO 3/8X18mm 45° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 21.120 ,USD
RP3001,CONECTOR METRICO 3/8X18mm 90° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 14.850 ,USD
RP3002,CONECTOR HEMBRA METRICO 3/8X20mm 0° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 12.730 ,USD
RP3003,CONECTOR HEMBRA METRICO 3/8X20mm 90° 2 MALLAS (MP-2015), 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 31.860 ,USD
RP3004,CONECTOR HEMBRA METRICO 3/8X22mm 0° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 14.760 ,USD
RP3005,CONECTOR HEMBRA METRICO 3/8X20mm 90° 2 MALLAS (MP-2215), 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 29.910 ,USD
RP3006,CONECTOR METRICO 1/2X26mm 0° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 17.230 ,USD
RP3007,CONECTOR METRICO 5/8X26mm 0° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 20.960 ,USD
RP3008,CONECTOR METRICO 5/8X26mm 90° 2 MALLAS, 3.000 ,UNIDAD,REPUESTOS,26/08/2020, 33.430 ,USD
RP3009,PROTECTOR GUARDAFANGO L.H. 53806-0K070, 1.000 ,UNIDAD,REPUESTOS,10/06/2021, 127.660 ,USD
RP3016,ALTERNADOR - 3943494, 1.000 ,UNIDAD,REPUESTOS,22/01/2021," 19,461.100 ",COR
RP3026,PERNO 7/8X2 Pulgadas COMPLETO Gr8 Ho, 261.000 ,NIDAD,REPUESTOS,20/10/2022, 137.963 ,COR
RP3028,SENSOR  REFRIGERANTE CUMMINS ISX M954905, 1.000 ,UNIDAD,REPUESTOS,05/09/2020, 391.000 ,COR
RP3031,TUERCA MC806006, 12.000 ,UNIDAD,REPUESTOS,04/09/2020, 306.450 ,COR
RP3032,TUERCA MC810636, 6.000 ,UNIDAD,REPUESTOS,04/09/2020, 151.430 ,COR
RP3036,CABLE ACELERADOR 9205215500, 1.000 ,UNIDAD,REPUESTOS,04/09/2020," 3,248.050 ",COR
RP3038,INSERTO DE ROSCA INT.22 IRM N60 IC908, 15.000 ,UNIDAD,REPUESTOS,24/09/2025, 774.000 ,COR
RP3052,"RECONECTADOR 27-KV, SCHNEIDER ELECTRIC - U27", 1.000 ,UNIDAD,REPUESTOS,09/04/2021," 508,835.170 ",COR
RP3054,SEMAFORO INDUSTRIAL LED 8 Pulgadas 2 SECC R-V, 1.000 ,UNIDAD,REPUESTOS,30/09/2020," 12,906.470 ",COR
RP3055,INYECTOR VENTURI 1 PulgadasPRO (350-LPH) - MARCA IRRITECH, 12.000 ,UNIDAD,REPUESTOS,09/07/2025," 2,294.666 ",COR
RP3056,KIT DE SUCCION VENTURI PRO 1 Pulgadas Y 1-1/2 Pulgadas, 13.000 ,UNIDAD,REPUESTOS,09/07/2025," 1,078.148 ",COR
RP3057,FILTRO DE AIRE CAT. DONALDSON P158671, 6.000 ,UNIDAD,REPUESTOS,11/11/2022, 36.167 ,USD
RP3061,FILTRO DE  AIRE P182063, 7.000 ,UNIDAD,REPUESTOS,22/09/2021, 32.193 ,USD
RP3063,ANILLO PARA MOTOR CUMMINS 8.3 M-3802429, 1.000 ,UNIDAD,REPUESTOS,06/11/2020, 968.590 ,COR
RP3064,BALINERA 3305 ATN9, 7.000 ,UNIDAD,REPUESTOS,26/01/2022," 2,044.700 ",COR
RP3067,KIT DE SHIM - CHAPA 0.20, 1.000 ,UNIDAD,REPUESTOS,06/10/2020, 174.440 ,USD
RP3069,KIT DE SHIM - CHAPA 0.40, 1.000 ,UNIDAD,REPUESTOS,06/10/2020, 185.160 ,USD
RP3071,KIT DE SHIM - CHAPA 0.70, 1.000 ,UNIDAD,REPUESTOS,06/10/2020, 193.720 ,USD
RP3075,FILTRO DE ACEITE DONALDSON - 51507MP, 2.000 ,UNIDAD,REPUESTOS,11/10/2020, 6.010 ,USD
RP3076,FILTRO DE COMBUSTIBE - P551001, 4.000 ,UNIDAD,REPUESTOS,18/05/2021, 650.000 ,COR
RP3083,PERNO ALLEN METRICO 5X6, 37.000 ,UNIDAD,REPUESTOS,15/10/2020, 2.290 ,COR
