NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra
LAB155,FRASCO CON TAPON 500ML (NO.5400), 7.000 ,UNIDAD,LABORATORIO,10/07/2024, 40.520 ,USD
LAB156,MATRAZ AFORADO CLASE A 1000ML, 1.000 ,UNIDAD,LABORATORIO,20/10/2023," 7,323.000 ",COR
LAB157,BALON DE EBULLICION FONDO REDONDO 250ML, 15.000 ,UNIDAD,LABORATORIO,17/11/2023," 2,826.000 ",COR
LAB158,DISPENSADOR DE BOTELLA VOLUMEN 10 A 100 ML, 1.000 ,UNIDAD,LABORATORIO,20/10/2023," 13,961.250 ",COR
LAB159,BOMBA DE PIPETA UNIVERSAL, 1.000 ,UNIDAD,LABORATORIO,20/10/2023, 375.000 ,COR
LAB160,PIPETA DESECHABLE DE 3ML PK/500, 1.000 ,UNIDAD,LABORATORIO,20/10/2023," 1,500.000 ",COR
LAB162,MATRAZ ERLENMEYER 500ML, 1.000 ,UNIDAD,LABORATORIO,20/10/2023, 450.000 ,COR
LAB163,MATRAZ ERLENMEYER GRADUADO 250ML - BOCA ANCHA, 24.000 ,UNIDAD,LABORATORIO,20/12/2023, 15.283 ,USD
LAB164,PAPEL FILTRO WHATMAN 541 DIAMETRO 47MM PK/100, 2.000 ,UNIDAD,LABORATORIO,20/10/2023," 2,250.000 ",COR
LAB165,MATRAZ ERLENMEYER GRADUADO 500ML - BOCA ANCHA, 3.000 ,UNIDAD,LABORATORIO,20/10/2023, 450.000 ,COR
LAB166,MATRAZ ERLENMEYER GRADUADO 1000ML - BOCA ANCHA, 3.000 ,UNIDAD,LABORATORIO,20/10/2023, 750.000 ,COR
LAB167,BEAKER PLASTICO SEMITRANSPARENTE 500 ML, 7.000 ,UNIDAD,LABORATORIO,20/10/2023, 243.750 ,COR
LAB168,PINZA ABRAZADERA EXTENSIÓN DE 3 CLAVIJAS 17C, 3.000 ,UNIDAD,LABORATORIO,27/10/2023, 600.000 ,COR
LAB171,PIPETA 1 AFORO - CLASE A, 2.000 ,UNIDAD,LABORATORIO,19/04/2024, 210.620 ,COR
LAB174,TETRACLORURO DE CARBONO, 1.000 ,UNIDAD,LABORATORIO,14/06/2024," 18,187.000 ",COR
LAB176,CONJUNTO DE ESTANDARES PARA CALIBRACION DE AMONIACO DE INTERVALO ALTO HI733-11, 1.000 ,UNIDAD,LABORATORIO,10/07/2024," 3,591.370 ",COR
LAB177,CHECKER REACTIVOS DE REPUESTO DE AMONIACO INTERVALO ALTO HI733-25, 2.000 ,UNIDAD,LABORATORIO,10/07/2024," 3,749.957 ",COR
LAB179,FILTRO DE FIBRA DE VIDRIO DE BOROSILICATO CRUDO 43MM  PK/100, 1.000 ,UNIDAD,LABORATORIO,26/07/2024, 102.300 ,USD
LAB181,PORTA FILTROS CON SOPORTE DE VIDRIO 300ML (4 PIEZAS), 1.000 ,UNIDAD,LABORATORIO,, -   ,
LAB182,PINZA PARA BEAKER DE 100-1500ML, 2.000 ,UNIDAD,LABORATORIO,23/08/2024," 1,500.000 ",COR
LAB183,FECULA DE MAIZ (MAIZENA 375G), 2.000 ,UNIDAD,LABORATORIO,19/08/2024, 70.000 ,COR
LAB184,GLICERINA, 1.000 ,GALON,LABORATORIO,04/09/2024, 500.000 ,COR
LAB186,PHTR-DQH-150 VIALES DQO (HR) 0-15000PPM, 1.000 ,UNIDAD,LABORATORIO,30/10/2024, 439.950 ,USD
LAB190,SONDA PH ELECTRODE ST320 IP67, 1.000 ,UNIDAD,LABORATORIO,21/01/2026," 12,143.120 ",COR
LAB192,PAPEL KIMWIPES 4.5 PulgadasX8.5 Pulgadas PK/286, 3.000 ,UNIDAD,LABORATORIO,02/05/2025, 742.295 ,COR
LAB193,CONDENSADOR ALLIHN PARA EXTRACTOR, 12.000 ,UNIDAD,LABORATORIO,02/05/2025," 5,869.698 ",COR
LAB194,BEAKER PLASTICO 100ML, 22.000 ,UNIDAD,LABORATORIO,21/01/2026, 116.049 ,COR
LAB195,PINZA PARA BURETA, 4.000 ,UNIDAD,LABORATORIO,31/10/2025," 1,663.810 ",COR
LAB198,TERMOMETRO DIGITAL HANNA HI98501, 3.000 ,UNIDAD,LABORATORIO,01/08/2025," 1,547.010 ",COR
LAB199,MEDIDOR DE HUMEDAD DE COMPOST REOTEMP MOD. MM48, 1.000 ,UNIDAD,LABORATORIO,08/08/2025," 7,930.370 ",COR
LAB200,CEPILLO PARA LAVAR TUBOS DE ENSAYO, 9.000 ,UNIDAD,LABORATORIO,08/10/2025, 206.370 ,COR
LAB202,ANTIESPUMANTE AQUAPOL AF 60, 75.000 ,KILOGRAMOS,LABORATORIO,29/10/2025, 505.080 ,COR
LAB203,FLOCULANTE SWF-4000 25KG, 1.000 ,UNIDAD,LABORATORIO,21/11/2025," 6,734.400 ",COR
LAB204,EQUIPO PARA PRUEBA DE JARRAS (4 AGITADORES), 1.000 ,UNIDAD,LABORATORIO,23/01/2026," 47,580.000 ",COR
LAB205,CONO IMHOFF P/SEDIMENTACION VIDRIO LBG 3.3 GRAD 100 ML CAP 1LT, 2.000 ,UNIDAD,LABORATORIO,30/01/2026," 1,300.160 ",COR
LAB206,PORTA CONOS IMHOFF P/3 PIEZAS DE ALMABRE, 1.000 ,UNIDAD,LABORATORIO,30/01/2026," 9,800.000 ",COR
LL014,LLANTA  265-65R17, 1.000 ,UNIDAD,LLANTAS,18/11/2025," 9,750.275 ",COR
LL015,NEUMATICO 16 VALVULA LARGA, 14.000 ,UNIDAD,LLANTAS,07/07/2023, 600.000 ,COR
LL018,LLANTA 405/70-24 CON SU RIN ARMADO, 4.000 ,UNIDAD,LLANTAS,, -   ,
LL022,LLANTA TR 11R24.5-16PR, 4.000 ,UNIDAD,LLANTAS,02/10/2025," 10,616.000 ",COR
LL027,LLANTA 750 16 - 12PR CHM-189 DS GOODYEAR, 2.000 ,UNIDAD,LLANTAS,30/06/2021, 379.130 ,COR
LL029,LLANTA #16 PARA MOTO SUZUKI, 2.000 ,UNIDAD,LLANTAS,26/09/2024," 1,778.690 ",COR
LL034,LLANTA MICHELIN XZE 255 / 70R22.5, 2.000 ,UNIDAD,LLANTAS,10/11/2020," 12,235.000 ",COR
LL039,LLANTA PARA MOTOCICLETA #21, 2.000 ,UNIDAD,LLANTAS,21/03/2025," 1,078.905 ",COR
LL040,LLANTA PARA MOTOCICLETA #18, 4.000 ,UNIDAD,LLANTAS,30/09/2025," 1,268.180 ",COR
LL041,LLANTA OUTRIGGER OTR12PR HBR 315/55D20, 1.000 ,UNIDAD,LLANTAS,02/10/2025," 30,414.000 ",COR
LL044,LLANTA 400/55  17.5, 1.000 ,UNIDAD,LLANTAS,24/10/2025," 16,200.000 ",COR
LL047,NEUMATICO 11.5/80-15.3, 14.000 ,UNIDAD,LLANTAS,31/03/2022, 14.000 ,USD
LL048,LLANTA 7.50R16 DIRECCIONAL CST, 1.000 ,UNIDAD,LLANTAS,27/06/2024," 5,572.750 ",COR
LL049,LLANTA 7.50R16 A/T DOBLE PROPOSITO, 5.000 ,UNIDAD,LLANTAS,09/08/2024," 5,744.160 ",COR
LL050,LLANTA 7.00R16 DIRECCIONAL CST, 6.000 ,UNIDAD,LLANTAS,27/06/2024," 5,068.070 ",COR
LL051,LLANTA 7.00R16 A/T DOBLE PROPOSITO, 8.000 ,UNIDAD,LLANTAS,01/10/2024," 4,409.200 ",COR
LL054,NEUMÁTICO PARA MOTOCICLETA #18, 6.000 ,UNIDAD,LLANTAS,21/03/2025, 140.615 ,COR
LL055,NEUMÁTICO PARA MOTOCICLETA #21, 3.000 ,UNIDAD,LLANTAS,21/03/2025, 140.613 ,COR
LL056,LLANTA DOBLE SERVICIO 16PR (146/143M) (TRIANGLE), 4.000 ,UNIDAD,LLANTAS,11/09/2025," 7,214.621 ",COR
LL057,LLANTA TRACCION 16PR TR691E (148/145) (TRIANGLE), 8.000 ,UNIDAD,LLANTAS,12/08/2025," 8,141.122 ",COR
LL059,NEUMÁTICO PARA MOTOCICLETA #19, 2.000 ,UNIDAD,LLANTAS,21/03/2025, 140.613 ,COR
LL060,NEUMÁTICO PARA MOTOCICLETA #16, 5.000 ,UNIDAD,LLANTAS,26/09/2024, 146.133 ,COR
MC005,TUBO PVC 10 PulgadasX6 MTS, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/08/2021," 11,900.500 ",COR
MC007,CLAVO CORRIENTE DE 4 Pulgadas, 13.000 ,LIBRA,MATERIAL DE CONSTRUC,31/10/2025, 26.250 ,COR
MC008,CLAVO CORRIENTE DE 2 1/2 Pulgadas, 19.000 ,LIBRA,MATERIAL DE CONSTRUC,31/10/2025, 26.250 ,COR
MC011,CLAVO CORRIENTE DE 3 Pulgadas, 15.000 ,LIBRA,MATERIAL DE CONSTRUC,31/10/2025, 26.250 ,COR
MC019,ARENA NATURAL, 4.000 ,M3,MATERIAL DE CONSTRUC,20/01/2026," 1,600.000 ",COR
MC022,ELECTRODO 7018 3/16 Pulgadas, 200.000 ,LIBRAS,MATERIAL DE CONSTRUC,11/12/2025, 64.072 ,COR
MC026,HIERRO LISO 1/4 Pulgadasx6MTS, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,02/07/2025, 50.675 ,COR
MC043,ELECTRODO 6011 1/8 Pulgadas ECA, 137.000 ,LIBRAS,MATERIAL DE CONSTRUC,23/01/2026, 89.072 ,COR
MC048,ELECTRODO 7018 1/8 Pulgadas ECA, 724.000 ,LIBRAS,MATERIAL DE CONSTRUC,11/12/2025, 64.568 ,COR
MC049,PIEDRIN 3/4 Pulgadas CLASE A, 4.000 ,M3,MATERIAL DE CONSTRUC,21/01/2026," 1,800.000 ",COR
MC1001,PERNO DE ANCLAJE 1X19 TIPO L, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,06/07/2021, 900.601 ,COR
MC1002,TRAMPA TERMODINAMICA 3/4, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/03/2021, 273.970 ,USD
MC1006,BRIDA INOXIDABLE DE 6, 17.000 ,UNIDAD,REPUESTOS,27/08/2025," 1,920.000 ",COR
MC1012,VALVULA AIRE VACIO 1 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2018, 206.000 ,USD
MC1015,SULFATO DE ALUMINIO DE 25KG, 122.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/11/2025, 894.896 ,COR
MC1049,REDUCTOR ACERO AL CARBON CED 40 DE 3X2, 47.000 ,UNIDAD,MATERIAL DE CONSTRUC,26/05/2022, 232.050 ,COR
MC1050,ABRAZADERA ESTRUCTURAL DE 1 Pulgadas, 23.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/08/2019, 0.760 ,USD
MC1067,BARRA DE TEFLON SOLIDO DE 20MM, 2.480 ,METROS,ACCESORIOS,05/07/2019, 24.220 ,USD
MC1068,BARRA DE TEFLON SOLIDO DE 25MM, 5.110 ,METROS,MATERIAL DE CONSTRUC,08/01/2020, 174.260 ,USD
MC1073,TRAMPA TERMODINAMICA 1 PULG, 15.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/01/2026," 11,242.000 ",COR
MC1076,EXTENSION METALICA DE 2.40 MTS, 8.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/05/2021, 101.850 ,COR
MC1077,BARRA DE ACERO 1045 DE 3 PULG, 2.270 ,METROS,MATERIAL DE CONSTRUC,20/11/2024," 2,744.399 ",COR
MC1078,BARRA DE ACERO 1045 DE 2 PULG, 18.000 ,METROS,MATERIAL DE CONSTRUC,26/02/2022, 48.620 ,USD
MC1084,BRIDA AC DE 6 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2025, 784.000 ,COR
MC1092,LAMINA DE ACERO INOXIDABLE DE 3/16X4X8, 12.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/05/2025," 18,130.000 ",COR
MC1105,CADENA ACERADA DE 1/2, 602.000 ,PIES,MATERIAL DE CONSTRUC,19/11/2018, 106.490 ,COR
MC1108,ANGULAR 3/8X3, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/04/2025," 4,070.000 ",COR
MC1111,TEE ACERO INOX 3 Pulgadas, 12.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/09/2021, 58.500 ,USD
MC1120,DISCO CORTE 5X0.40, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,04/07/2019, 75.000 ,COR
MC1121,CAMISA 3/8, 27.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/12/2018, 4.860 ,USD
MC1141,ASFALTO REBAJADO RC-250, 3.000 ,BARRIL,MATERIAL DE CONSTRUC,29/01/2019, 275.000 ,USD
MC1179,TAPA GOTERA, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/11/2024, 812.300 ,COR
MC1183,CODO GALVANIZADO DE 1 Pulgadas X 90°, 50.000 ,UNIDAD,MATERIAL DE CONSTRUC,05/01/2024, 75.590 ,COR
MC1184,LAMINA PLYWOOD 4X8X1/4, 12.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2025, 500.040 ,COR
MC1194,VALVULA GAVETA DE 2 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/03/2021, 154.413 ,USD
MC1197,FELPA 3/4 PulgadasX4 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/02/2026, 93.600 ,COR
MC1211,ABRAZADERA GALVANIZADA 1/2 Pulgadas, 460.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/02/2019, 0.610 ,USD
MC1214,TEFLON 3/4 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/01/2026, 216.440 ,COR
MC1220,ELECTRODO 309LP 1/8 Pulgadas, 189.000 ,LIBRAS,MATERIAL DE CONSTRUC,03/02/2026, 395.688 ,COR
MC1226,POLIETILENO, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/02/2019," 44,334.680 ",COR
MC1227,PRENSA C SARGENTO 3 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,28/02/2019, 254.410 ,COR
MC1229,LAMINA INOX 1/4X4X8, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/05/2025," 27,195.000 ",COR
MC1231,VALVULA CIERRE RAPIDO 1 1/2 Pulgadas, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/02/2023, 50.130 ,USD
MC1241,TEE A/C 2 Pulgadas, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/09/2021, 8.000 ,USD
MC1242,FILTRO Y 3 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,24/04/2021, 570.000 ,USD
MC1244,TUBO CORRUGADO 3/8, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/03/2019," 2,741.250 ",COR
MC1246,BRIDA A/C 1 1/2 Pulgadas, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/03/2019, 241.660 ,COR
MC1248,FLANGE A/C 2 1/2, 22.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/04/2021, 62.388 ,USD
MC1249,REDUCTOR BUSHING 3 X 2 1/2, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/03/2019, 3.310 ,USD
MC1267,ADMIX POLY FLEX NS, 22.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/06/2019, 5.940 ,USD
MC1268,GOLOSO PARA TECHO 2 1/2," 2,018.000 ",UNIDAD,MATERIAL DE CONSTRUC,09/11/2024, 2.000 ,COR
MC1269,TEE A/C 3 Pulgadas, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,19/08/2023, 330.400 ,COR
MC1282,ELECTRODO E3081-16 1/8, 22.000 ,LIBRA,MATERIAL DE CONSTRUC,24/04/2021, 7.285 ,USD
MC1283,LAMINA CIELO RAZO, 52.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/05/2021, 95.880 ,COR
MC1297,TUBO ACERO INOX 3 Pulgadas, 8.000 ,UNIDAD,MATERIAL DE CONSTRUC,13/04/2022," 14,566.450 ",COR
MC131,ELECTRODO E6013 1/8 Pulgadas LINCOLN, 250.000 ,LIBRAS,MATERIAL DE CONSTRUC,29/07/2025, 57.712 ,COR
MC1310,VALVULA CHECK AI WATER 2 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/10/2023, 49.500 ,USD
MC1314,LLAVE PERRA 10, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/04/2022, 290.000 ,COR
MC1324,VARILLA DE BRONCE ER-309L(3.32), 18.000 ,LIBRA,MATERIAL DE CONSTRUC,11/02/2022, 217.064 ,COR
MC1325,VARILLA DE BRONCE ER-70S-6(3.32), 2.500 ,LIBRA,MATERIAL DE CONSTRUC,11/02/2022, 217.072 ,COR
MC1337,GEOTEXTIL GEO-040E-EBC-E-005 DE 417.698 M², 4.000 ,ROLLO,MATERIAL DE CONSTRUC,24/09/2022," 41,990.770 ",COR
MC1343,LAMINA ACRLICA 122X244X6, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/05/2019, 152.990 ,USD
MC1350,PERNO DE ANCLAJE 1/2X4, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/09/2024, 46.397 ,COR
MC1375,TEE A/C 1 Pulgadas, 20.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/02/2024, 10.000 ,USD
MC1388,VALVULA MARIPOSA ANSI PVC 8 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/07/2019," 4,241.170 ",COR
MC1389,BRIDA ANSI PVC 8 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/02/2025," 1,506.000 ",COR
MC1391,VALVULA CHECK ANSI HF 8 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/07/2019," 16,964.640 ",COR
MC1400,EPOBECC EMANEL EPOXICO, 6.000 ,LITRO,MATERIAL DE CONSTRUC,08/07/2019, 314.340 ,COR
MC1401,EPOBECC BOND EPOXY SELF PRIMING WHITE, 6.000 ,GALON,MATERIAL DE CONSTRUC,01/02/2021, 50.190 ,USD
MC1406,VALVULA CHECK DE 2 Pulgadas, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,15/06/2021, 148.500 ,USD
MC1408,PERNO 5/8 X 1 Pulgadas, 153.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/07/2020, 13.370 ,COR
MC1416,DWC CINTA FIBRA VIDRIO 2 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/11/2024, 110.000 ,COR
MC1421,CODO ACERO INOX 8 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,13/07/2019, 256.500 ,USD
MC1424,CODO GALVANIZADO 2 1/2 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/07/2019, 280.000 ,COR
MC1427,VALVULA BOLA PVC 1 1/2, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/11/2022, 390.000 ,COR
MC1430,CODO CONDUIT EMT 1 Pulgadas, 12.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/11/2019, 1.210 ,USD
MC1431,UNION GALVANIZADA IMC 1/2 Pulgadas, 99.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/06/2021, 0.990 ,USD
MC1432,UNION GALVANIZADA IMC 2 Pulgadas, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/06/2021, 3.900 ,USD
MC1434,TUBO FLEXIBLE FORRADO 2 Pulgadas, 50.000 ,PIE,MATERIAL DE CONSTRUC,03/09/2020, 4.690 ,USD
MC1441,MALLAS EXPANDIDA 1/2X4X8, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,31/07/2025, 705.000 ,COR
MC1443,ABRAZADERA TIPO U DE 2 Pulgadas, 91.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/12/2021, 5.000 ,USD
MC1445,VALVULA PASO RAPIDO PARA ALTA TEMPERATURA PARA 150 LBS DE 4 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,08/08/2019, 230.160 ,USD
MC145,HIERRO PLANO 1/2 Pulgadasx3 Pulgadas, 40.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/01/2026," 5,180.003 ",COR
MC1452,TUBO ACERO INOX CED 10 DE 2 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/04/2022, 196.000 ,USD
MC1458,TOMA CORRIENTE DE 220V, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/05/2020, 190.000 ,COR
MC1464,TEE GALVANIZADA 1 Pulgadas, 20.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/01/2022, 8.453 ,USD
MC1472,MANERAL PARA DADOS 25*.9   1 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,18/09/2019, 220.000 ,COR
MC1476,PLAYWOOD 3/8, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/04/2021, 570.000 ,COR
MC1481,VALVULA BOLA PVC DE 3 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2025," 1,119.260 ",COR
MC1484,BRIDA AC DE 10 Pulgadas, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/01/2022," 2,519.020 ",COR
MC1486,VALVULA MARIPOSA H.F TIPO WAFER 3 Pulgadas, 20.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/09/2021, 81.000 ,USD
MC1487,TRABADOR DE ROSCAS LOCTITE 6ML 271, 50.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2020, 847.860 ,COR
MC1488,FORMADOR DE EMPAQUE LOCTITE 515, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/10/2025," 1,196.000 ",COR
MC1494,BRIDA AC DE 8 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,26/08/2021, 110.000 ,USD
MC1495,BRIDA CIEGA AC DE 8 Pulgadas, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/01/2022," 2,037.110 ",COR
MC1502,VALVULA BOLA A/C FLANGER 3 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,29/04/2023," 4,183.757 ",COR
MC1505,TUBO ACERO INOX CED 40 DE 3 Pulgadas, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/03/2025," 15,824.000 ",COR
MC1508,BRIDA A SOLDAR DE 12 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/01/2022, 150.118 ,USD
MC151,HIERRO PLANO 3/16 Pulgadasx2 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,13/06/2025, 475.000 ,COR
MC1510,BRIDA AC DE 12 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC152,HIERRO PLANO 1/4 Pulgadasx2 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,13/08/2025, 788.500 ,COR
MC1520,PINTURA FAST DRY ROJO INTERNACIONAL, 10.000 ,GALON,MATERIAL DE CONSTRUC,27/10/2023," 1,200.000 ",COR
MC1523,ANTI-AFERRANTE GRADO PLATA, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,20/11/2019, 476.270 ,COR
MC1524,ACTIVADOR 7649 128g LOCTITE, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,20/11/2019, 256.130 ,COR
MC1525,TEE H.N CED 40 DE 3/4 Pulgadas SOLD, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/11/2019, 1.020 ,USD
MC1538,BRIDA CIEGA AC DE 12 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/01/2022, 158.910 ,USD
MC1541,TUBO DE ACERO INOX CED 40 DE 6 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,26/05/2022," 47,737.700 ",COR
MC1542,BARRA DE ACERO 4140 1 1/2 Pulgadas, 18.050 ,METROS,MATERIAL DE CONSTRUC,30/01/2026," 1,004.074 ",COR
MC1547,MALLA MESH #6 ACERO INOX, 10.000 ,METROS,MATERIAL DE CONSTRUC,13/01/2020, 61.750 ,USD
MC1551,EPOBECC ENAMEL EPOXICO COMPONENTE B, 4.000 ,CUARTO,MATERIAL DE CONSTRUC,12/03/2022, 669.520 ,COR
MC1568,VALVULA GRANADA DE 6 ANSI PVC, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,28/10/2022," 15,766.040 ",COR
MC1579,EPORIP COMP A+B MAPEI 10 KG, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/05/2025," 13,469.860 ",COR
MC158,LAMINA NEGRA 3/16x6x20, 8.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/12/2025," 20,219.290 ",COR
MC1585,ALAMBRE GALVA CALI 10, 1.000 ,ROLLO,MATERIAL DE CONSTRUC,20/03/2020, 67.870 ,USD
MC1591,UNION GALVAN. 1/2 Pulgadas, 25.000 ,UNIDAD,MATERIAL DE CONSTRUC,28/03/2023, 25.000 ,COR
MC1602,KLASS SLOW UNIVERSAL HARDENER (ENDURECEDOR LENTO), 0.500 ,CUARTO,MATERIAL DE CONSTRUC,14/06/2023, 989.725 ,COR
MC1611,SILICON ROJO LOCTITE 596, 44.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/01/2026, 564.616 ,COR
MC1616,PINTURA LATEX MATE BLANCO, 1.000 ,CUBETA,MATERIAL DE CONSTRUC,21/05/2024," 3,088.700 ",COR
MC1624,CODO INOX 4 Pulgadas CED40 90°, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/03/2025," 1,472.000 ",COR
MC1626,MAPECRETE HARD, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,15/05/2020," 9,156.660 ",COR
MC1627,BARRA DE ACERO 1045 DE 4 PULG, 12.800 ,METROS,MATERIAL DE CONSTRUC,14/01/2026," 9,045.773 ",COR
MC1631,TUBO ACERO SANDVICK DE 76X50mm, 1.000 ,METRO,MATERIAL DE CONSTRUC,19/05/2020, 84.510 ,USD
MC1641,BRONCE FOST SOLIDO DE 76MM, 0.600 ,METRO,MATERIAL DE CONSTRUC,17/03/2023," 19,793.017 ",COR
MC1644,ENDURECEDOR PARA MASILLA /GALON, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/06/2023, 128.830 ,COR
MC1646,CAL AGRICOLA, 130.000 ,QUINTAL,MATERIAL DE CONSTRUC,13/02/2024, 6.100 ,USD
MC1649,IMPRIMANTE INORGANICO DE ZINC PART A, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2020," 3,408.250 ",COR
MC1650,IMPRIMANTE INORGANICO DE ZINC PART B, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2020," 1,363.020 ",COR
MC1655,ELECTRODO WEARSHILD 60 1/8, 40.000 ,LIBRAS,MATERIAL DE CONSTRUC,21/05/2020, 11.580 ,USD
MC1658,ELECTRODO SH-MN 4.0 MM(5/32) LB, 105.000 ,LIBRAS,MATERIAL DE CONSTRUC,14/07/2022, 102.075 ,COR
MC1668,TUBO NEGRO CED 40 DE 3 PulgadasX1MT, 104.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1670,ABRAZADERA TIPO U DE 7X10MM, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1671,ABRAZADERA TIPO U DE 7X16MM, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1672,ABRAZADERA TIPO U DE 4X1/2 Pulgadas, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
